App,0,1,2,3,4,5,6,7,8,9,综合得分
dingding,0.43079774400375337,18.03565060344346,0.5338523758930496,1.3579021057333132,2.01413847720954,0.17244541273273284,1.7274953000184181,-0.6765620334870063,-0.17963745669015618,-0.006106824088760695,2.0974773753580958
zoom,1.693073434176351,-0.4016837979712909,0.34302148580257585,2.5000402946735165,0.478486940000958,1.3014487034416047,6.819809001952793,-1.6874024623053367,-0.42702468133488564,0.06355558028167288,1.1420032371643887
qichacha,0.9652902810756774,-0.16688569712662485,2.399439402738983,0.019165073038545852,0.5909446530633388,1.036169008081983,0.04092526752393704,0.7959152893186695,1.377437416684787,2.4801983373642202,1.0560551754641472
qichacha,0.8858385211643913,0.24628831082733485,2.462206946675026,-0.18011297333586326,-0.1065407055985525,1.0930646458620281,-0.14511375316775724,0.7347446042103908,1.386004455026261,2.3939417153386726,0.990063159017194
qichacha,0.8521794776781624,0.012882641011179218,2.5870185478426824,-0.6037543239736513,-0.07243105828193674,1.0985867219374212,-0.12058264167398423,0.7140834401339473,1.4011108634240588,2.4210485254626843,0.9454246810092907
tianyancha,1.2056187951354582,-0.14114368036116887,1.7138227631227543,-0.6131333088210612,0.5946702640915905,0.8776586435128246,0.07085256075544283,0.7127970657333821,1.372329234769864,2.1684837328580655,0.9445461302982006
qichacha,0.8917920558014641,-0.008306375760199604,2.5909942719331864,-0.7014102865010253,-0.06031047249240559,0.9487420773982851,-0.15363378169643302,0.7208430746492489,1.3947470027039468,2.3353792647229135,0.9241514786444024
qichacha,0.8562252789298122,-0.17810619419286783,2.4573968294858,-0.7466608735001381,-0.005621533497961179,1.1423887251247664,-0.02213934470937382,0.7389120226248725,1.4466622573342718,2.4272357007832666,0.9235065326298634
zhilian,1.7077722006618505,0.10202841687137101,1.0763825234133757,0.4385150860372638,0.6120720716977152,0.47371735723528463,-0.6428380766166055,0.9721567685601593,0.508431069290809,1.150634532350824,0.8790205476815306
qichacha,1.400626273561425,-0.06729279953950865,1.1896046697719518,-0.2963610614052569,-0.1457018332391251,-0.015432675585668753,-0.09183777091410045,0.8916064502798932,1.7594958827119846,1.997481553504374,0.8668483427806087
tianyancha,1.0868472731469165,-0.25504368697225616,1.8529992980464511,-0.7620697581486521,0.06989748717291974,1.2100515436585346,-0.2354719352695201,0.668633190422338,1.2919889513996428,2.166476383650343,0.8614631842408544
tianyancha,1.8310149602468804,0.654269313691783,-0.4484685003541216,1.6005044555316508,0.19796840378178243,1.3865308055892727,-0.9903635425397489,0.8291190902148566,0.7094266955377709,0.7094922774531285,0.8556936242068182
qichacha,0.8408691527914735,-0.13764437174688765,2.3730994301679784,-0.5107869496827798,-0.7000619332713524,1.0978597852254701,-0.2914611284879984,0.6157978261363134,1.449577023219202,2.4066884124564485,0.8546449538093189
zhilian,1.7060924654358753,0.2593120259684324,1.0092320405638449,-0.16495407063931353,0.7665790952219318,0.8331840809534998,-0.8875178472544758,0.583161461731658,0.8385234113685364,1.0878444267984568,0.8423570703233502
tianyancha,1.524483108553535,-0.08077595396092155,0.36372871963808406,-0.4498116584707254,0.9857230781274572,0.9682048311676297,-0.48198010221385257,0.19222682066353092,1.4411055583545318,1.7977838428119572,0.8280068320132895
zhitong,1.9511909480932899,-0.07528490157623817,2.7308608792810554,-0.1947268073964194,1.206297099471363,-0.9612332639060157,-1.338912947804968,0.41757884629438125,1.7441125911031514,-0.18516201534079413,0.8264600450495794
qichacha,1.192719597072301,-0.010249389357771987,1.8741134121145795,-0.6638371094955252,0.1489440788634062,1.2441435079312009,-0.6392053583352182,0.5198590410686492,1.5106560376500697,1.4866212055372123,0.8220848104601435
tianyancha,2.221167337871411,-0.00428813044414599,-0.018975012884930274,0.26601765635679137,1.7032851796623856,1.4492172314597385,-0.786638258473838,0.3190123070331454,-1.5048020453045712,0.5820645300968282,0.7674646617003993
tianyancha,0.8395063596951091,-0.12560856975363716,2.233393208764122,-0.8709577392488008,0.26030089939567413,1.7018183539802783,-0.5329444302591663,0.8013967749629571,1.7477900918688234,1.0673145880365595,0.7635616569129329
dingding,1.4330435388714498,-0.04650514167050733,0.8537000125199541,-0.9208565672733248,0.7861086119551669,-0.43090787736668645,2.0855025624993018,0.43481968567634227,0.32644847745403693,0.8652598819056679,0.7174291186866387
zoom,0.4582780261967775,-0.1237265979335379,0.9787225851467831,2.2250454825025616,1.4758253974932654,0.05265026216525981,1.3981271563700386,0.4387976817291682,2.2941165323562247,-0.7646352994301806,0.6849437110142356
zoom,1.1502578274356259,-0.23352023430977137,-0.6590763520957569,2.3478267413596794,0.3669125535751894,0.30885875231962545,2.4647276295792393,-0.3622960484533722,-0.23348697909028784,0.4349258850444371,0.651519213064376
