,App,0,1,2,3,4,5,6,7,8,9,10,综合得分
0,amap,1.5437918045050223,0.2545542404902336,-0.26191787890175283,-0.26839913930305076,0.7495908258450067,-0.017778345798178618,0.021878756935872875,1.3155966494950007,-0.1472240822153674,-0.6036519645689681,0.04995803853463324,0.4191346279809028
1,amap,1.6238999862185888,-0.8609493113980227,-0.2800465473840204,-0.15431389045709829,0.7822701797281171,-0.37993338831624984,-0.13433750340358627,1.3907312372752942,-0.0016999167783408578,0.377335621256353,0.032786476668085346,0.39268563376719784
2,amap,1.9826987640978813,0.13974439905875058,-0.33660249825463207,-0.6316341750228234,1.229808265624439,-0.03274007016739752,-0.27541437868020746,0.5611358066131128,-0.42179231406278916,-0.14258432911797275,0.032022635015918836,0.40870780524305383
3,amap,1.958450579414072,0.12235963086042367,-0.47838443901465016,0.6310738273760215,1.3049656713194673,0.47530284551552093,0.6104626951230578,2.5798629425657675,0.44910807522460283,-0.06477271902998202,0.18274312997935308,0.8839049653699822
4,amap,1.9679087126182082,-0.16956556697386937,-0.3829499076225857,-0.11177210492037497,0.9355487926251677,-0.2777825212891668,-0.42173995931490826,1.5695883515469031,0.5914578914731894,-0.6162700836109494,0.8261398221746569,0.5797956293047334
5,amap,2.5698014061248005,1.0624388798843585,-1.3155571232192353,-1.2126242791627062,0.5464324221968253,-0.203973216000583,0.6086496026379296,2.6800899244686573,0.7511921554397337,2.5552058687512433,0.7404681112122713,1.0477013746784887
6,amap,0.5691610088807273,-0.731802521128354,-0.999271401936462,-1.0904894799610463,0.7465527015851138,0.08242809916874975,-0.2662042944505532,3.0728214528339355,-1.069113325126228,0.02719784388771111,-0.06811955720476472,0.15997660193065824
7,amap,1.7035294740448768,0.46360997772476464,-0.4912745113659342,-0.5284067911712839,0.6723349947355799,0.28714092140802694,0.1553144777199868,1.8438958234416332,-0.09336553190020322,-0.23564213805113002,-0.23517315551879234,0.5127789778411584
8,amap,1.7395168008146042,-0.6303179234092007,-0.586552774914737,-0.010045127785926653,0.6253236199529228,0.1154155829842676,0.5074644998842994,1.1778921842800891,-0.2620113757873523,-0.4333433638449667,0.10708231661508466,0.39726108219339845
9,amap,2.071954778957321,-0.6046366873118656,-0.3237740387316441,-1.083250936904492,0.3787317534169593,0.2243697815786151,-0.07929138844212212,0.3601023735726429,-0.9332646335788445,0.8786400887825231,0.5279829700469901,0.3451756607395118
10,amap,1.4694471984969308,0.08714299648937665,-0.8699469242973915,-0.5005756886489324,0.6919145324968382,0.6139639741807295,-0.6711042916392049,1.3243421528703334,0.9176223062307998,0.005206434219094889,0.08072949825646421,0.4386487451940219
11,amap,1.9150211330442757,0.3839146643822788,-0.6944920666254047,-0.8275706440532596,0.14837725339043586,-0.06777734531140252,-0.8767759291933369,1.655640597370086,-0.8907024887676798,-0.5264821352015008,0.05684782574008088,0.2895989794410851
12,amap,1.2393302837116367,-0.585157680577833,0.014212894304472656,-1.1216618875118156,-0.3699169493925833,-0.9823280311798307,-0.3607699801027455,0.22406855660048128,0.2962375465861605,1.4449971788395415,-0.3901047239127446,0.08214601128816806
13,amap,1.0317342164606091,0.3783246107620738,-0.4381740590808972,0.3174343171255273,0.44185750271772345,-0.025646020291630846,0.8903673828376736,1.2698241246038189,0.38515765434994126,-0.2342895449364276,-0.3643021667384578,0.42611077389510776
14,amap,1.2336433700462446,0.2681901817926245,-0.32728025252248216,0.2512877320324415,0.09491298087847826,-0.3792421129188675,1.0560989265224991,0.27619900202216524,-0.10800216358103214,-0.9997393471993224,-0.3708101616888738,0.22147053833499047
15,amap,1.267970999924485,-1.3658302952196426,-0.24885322314369002,-0.059890361024307406,0.7007592248417707,-1.042681960107257,0.09552784078313396,0.9101244255753167,-0.5170756046782173,-0.4119437141297965,0.10420961927570438,0.11702828884786848
16,amap,1.2151460441383959,-0.6723805612621384,-0.4995621451468977,-1.1645013305358507,0.7439106401066791,-0.46720953453778497,-0.5670110880810857,0.9462333294549189,0.59644494730403,-0.9724423118394376,-0.7339652850379397,0.029398185356444347
17,amap,1.7256445600016415,-1.039994746989759,-0.04844755604299496,-0.5247277998485292,0.3806768755331709,-0.36897545027715384,0.5247623250558199,-0.747003304227525,-0.7203632118147634,-1.4668515092110284,-0.08402872495664411,-0.016689591940784065
18,amap,1.6542557759680423,-0.40207440772350667,-0.10114003343694741,-0.48154283196134967,-0.6864739948903819,-0.12342074751133131,1.1014621714490596,-0.8269065923631579,-0.9631697696607541,-1.7099944395853803,-0.0752615386713303,-0.04611749567143851
19,amap,1.487053694211088,-0.5783867931668673,-0.057351008566652206,-0.3769870263333102,0.4666742433594389,-0.34410642023633925,0.2507557635485514,0.8667596243114775,-0.8115055032069213,-0.09642477610582122,-0.2077338573171374,0.22714266743388312
20,amap,0.8976370919800936,-0.231849097090928,0.19785202312097722,1.775542147127442,0.6242970068097209,1.250421514596818,0.813067803677331,-0.44013778608853227,1.1109753850874347,0.13394757116889225,-0.9397146600327284,0.44842113045458404
21,amap,1.100418773994018,0.1619313385293605,-0.14871688049835324,0.22734744907737275,1.144410873424716,-0.7631068002063538,0.19123890595427576,-0.4018141969211271,1.387498545488318,0.25724900971048476,-0.13564539862816472,0.35306559696240863
22,amap,1.57596388085724,-0.938454382373161,0.14835871753578336,0.7470068040583385,-0.3698109810656281,-0.16583376917825826,-0.18738663452878512,-1.6034328396642765,0.37173724501467653,-1.2189096086456592,-0.01984216271559977,-0.01072746742158606
23,amap,1.7951479877130259,0.008585121098737892,-0.22738739274365838,-0.193585728109404,0.23664026791922532,0.0050323073411868815,0.8926703088749813,0.3887830634990491,0.1567715772982559,0.9032120043625183,-0.24117272746813548,0.4830913717493594
24,amap,1.242641935006047,-0.26524163359591185,0.009524410589041398,-1.1539921981459835,0.42195422198808286,-0.14073040312633933,0.07700312484464218,0.279421470237102,0.5874268220308725,-0.4588388273459009,-0.1863158425019499,0.17439627099102187
