,App,0,1,2,3,4,5,6,综合得分
0,zuoyebang,-0.8511168793239509,1.6043824830061664,0.3501881751803449,0.5113886116217548,-0.2257266497980423,-0.37387275891911287,0.12198201362748831,-0.050046030432830485
1,zuoyebang,0.27145121653071996,0.9494567451366391,-1.4794473390496798,0.20658845076754753,-1.1329622261488115,0.8629248025087727,-0.3436566528709589,0.03155944585983848
2,zuoyebang,-0.21924590930944945,1.7878627828100244,-0.3144140543399102,0.44764884926781007,-1.1401491847084626,-0.15416071022208544,0.5999995965192488,0.08074519307694586
3,zuoyebang,0.034894565603572715,1.3141430336982942,0.1309755191962966,0.11713320964250214,-0.7581960961898626,1.7776654517862924,-0.9451834246134371,0.1630480038440077
4,zuoyebang,-0.1353126192254766,0.6747132919687565,-0.2481696663804978,0.24873990523701103,-0.7083266156044166,1.1011402307167584,-0.8564080697388798,0.0060203089469762295
5,zuoyebang,-0.39775736439254317,0.9206605743360848,-0.22681315875452607,0.26352161025392473,-0.3277253678218281,-1.0396959026237609,-1.406249296849374,-0.21863108605353584
6,zuoyebang,-0.9633179461925998,0.5496351862953808,-0.912172017387033,0.4183309154633142,-1.113436893677055,1.4068760412800956,-0.057845112247972195,-0.2794782128341206
7,zuoyebang,-0.752265672599853,0.9460765913557486,-0.30034631227571507,0.4786935600550872,-0.460281568873522,0.3961954997822528,0.1377064013485627,-0.10226837077080499
8,zuoyebang,-0.4315674725950523,1.096586631503526,-0.24650579993914787,0.3263395671363044,-0.5806361342155486,1.298045588287934,0.16239053155838437,0.049447693472693705
9,zuoyebang,-0.3935214036431382,0.927052123033453,-0.8662978503879798,0.2844452724890737,-1.0012432737545363,1.1252987201032645,-0.12306599838680483,-0.08705699225338707
10,zuoyebang,1.0561282290397709,0.8786830864329687,-0.7866931385810814,-0.018279302677780412,-1.3711366668833456,0.2821712990663021,-0.46824620169338427,0.2415095634921721
11,zuoyebang,0.08566783547209249,1.2090358038997333,-0.25532854214397066,-0.06653052479647918,-0.8289354661646846,0.2847774958212493,-0.6299957821658084,-0.00045671068455102815
12,zuoyebang,-0.03559364806971192,2.2339432088398365,-0.3054147301744182,-0.07113602466875392,-1.1125773126063447,-0.20768909702452013,0.24271740999981165,0.03595076848777066
13,zuoyebang,-0.2304856352786105,1.7275778486994495,-0.3176037406252918,0.5924303565921122,-0.9304888808847559,-0.8139211222921621,-0.30566634498102113,0.016324250738900575
14,zuoyebang,-0.35979391531645016,1.9527319411121837,-0.27599072125291224,0.35689106447438196,-0.8956265039201671,-0.06367709453785866,-0.226550223012411,6.896965886580112e-05
15,zuoyebang,0.5040661505165449,1.6221025087061993,-0.25339752355422906,0.18053052661953742,-0.9223004360078353,-0.6546200405678352,-1.2279187370001254,0.12647835424479753
16,zuoyebang,-0.7051940001508118,0.5527072550329689,-0.17681862677749915,0.08077864075256135,-0.5967372422970836,0.33740845705945205,0.6095158835606065,-0.18825456793312903
17,zuoyebang,-0.209325152631433,0.9544806776670196,0.3444914649639237,0.015309389778913001,-0.6500781312071193,0.8862118096024588,-0.6964714243521682,0.0019159903546703064
18,zuoyebang,-0.7167977751469228,1.410293986711369,-0.2759505102997034,0.10213967405380403,-0.6055906702641263,0.22527565907590189,0.8479778737220665,-0.11555502503807401
19,zuoyebang,0.039771896195532286,1.7033120224559886,-0.23522286950221022,-0.1464603281472494,-0.6106578251422667,0.3328251445979318,-0.48932513216564133,0.04090492473023351
20,zuoyebang,-0.45851352839033294,1.5370774766872732,-0.31441148180382267,0.04893509897113259,-0.8447647558606204,0.1838336859901093,0.412535662738747,-0.08259616348196284
21,zuoyebang,0.3067111449428533,1.0293762666724438,-1.4931047702645586,0.05083114469765965,-1.4542652229860114,-0.027641717765396253,-0.2326639558556594,-0.07357341856216947
22,zuoyebang,-0.41601888977784074,1.28832141808474,-0.21962096945580412,0.1385075236313455,-0.6986264246020351,0.3522955986275165,-0.16640605035104128,-0.07219971888837232
23,zuoyebang,-0.027220751385025336,1.21695259123169,-0.8641637568491207,-0.1345561316626187,-0.992789507625731,0.8971976304753544,-0.7364272752771178,-0.08861455736282974
24,zuoyebang,-0.4204754354479505,1.5818037062994377,-0.932344638018866,0.041415500477074305,-1.0614010279044321,0.04729475509109915,0.511869358747051,-0.14567296625012877
25,zuoyebang,-0.8762849302176867,2.2828024871063657,1.4894930198614615,-0.029824549591182595,-0.22666254035646313,-0.027636583597694327,0.2605475860260827,0.00739472431895876
26,zuoyebang,0.4381416143320217,2.4160897088251874,0.36229020225166364,-0.0682483957033657,-0.5537179971101768,0.05783767528063571,-0.426513764092842,0.3058759579848725
27,zuoyebang,0.17812754177346674,2.0753292663454754,-0.27290418806489797,0.3532109791196324,-0.8862678223342305,-0.2733056512813233,-0.26882230008387925,0.1840232996694084
28,zuoyebang,0.17651544336849903,1.0830185111190564,0.32527752477032407,0.07873815507707477,-0.5516848603713538,-0.5687858837490554,-0.04259573506671516,0.1104110915596278
29,zuoyebang,-0.7366819822757381,1.7282239489045848,0.9219750590349639,0.22884191520150118,-0.1648937587823498,-0.5322987693356549,-0.5217756281714021,-0.0635221745334224
30,zuoyebang,-0.7582772500354393,1.99750162960688,0.28472829627032864,-0.1015332252854321,-0.5427266883131552,-0.020826280293782775,0.19791249879846484,-0.13339517810096985
31,zuoyebang,0.19468868021169716,1.853274030519384,-0.28723837537150604,0.4519666909095262,-0.8648805321762147,0.21584531589113237,-1.1117999748054934,0.1742638786544683
32,zuoyebang,-0.5945990674733427,2.295037866620507,0.9391120371594326,0.41623245803779385,-0.3953859504092453,-0.10042225961328044,0.5288288853888578,0.16284048499338558
33,zuoyebang,0.6323800608778486,2.330479335719707,1.3754330784921827,0.12669080904723712,-1.110424455861765,0.5990634951000993,-0.36591558212128084,0.49918631431641364
34,zuoyebang,0.6250555653037414,1.582489986983222,-0.8400935246082721,0.18980025760116973,-1.0170865280266095,-0.23286237350959227,-0.43499461839385833,0.19026305776370056
35,zuoyebang,0.49798545161006924,2.486237871950496,-0.19622438755763963,0.2191163110625814,-0.8708782989254379,-0.19035599207786313,-0.5309324951841716,0.2978373041193368
36,zuoyebang,-0.3101589380957999,1.6862212141076847,0.44449084845408143,0.41880228417953064,-0.6823117776741516,-0.14596960749350246,0.29466331561184445,0.12278223673483447
37,zuoyebang,-0.20047348264197973,1.3291613685893264,-0.24102745437479772,0.31738091460190093,-0.8578571768529883,-0.4609543481027803,0.14948989008258476,-0.0035016021034549156
38,zuoyebang,-0.18306370978127273,2.110949887659518,-0.3196420302840961,0.30757450960327376,-0.8846775657008012,-0.033321609691276705,-0.17492531645979809,0.0673897690752062
39,zuoyebang,0.02943342266710157,1.6982728314823305,0.8173939379676157,0.543879477612032,-0.734979496267027,0.752174964845713,-1.3594652671807683,0.2581794353357941
40,zuoyebang,-0.22030132092125954,1.127874308493766,1.7623751085055663,-0.08290929164185835,-0.23466246739432212,0.3661671501194285,-0.5600244747353105,0.12640891404257823
41,zuoyebang,-0.5708616672090336,2.005433023561897,1.5684460063883883,-0.16838127634075473,0.031090422276938912,0.39228649458555453,0.33269612542015886,0.1246065296465451
42,zuoyebang,-0.41358694048641703,1.2937374432853772,0.4825875031927865,-0.6193724716670711,-0.539799124000387,-0.010256744729694126,0.21776250900088462,-0.17482230262490206
43,zuoyebang,-0.27652381987990315,1.4350795015902829,-0.24744627294022886,-0.525141676182896,-0.4989714853969175,0.5202460042285111,0.2919772893281897,-0.11036736635576326
44,zuoyebang,-0.24026134228451462,2.0185693850009296,-0.25675768725584436,-0.533686632894692,-0.4359617399777236,0.3485984731740017,0.14797979364389963,-0.0666351225220894
45,zuoyebang,-0.5720143234301289,2.6018885767395163,0.32530448062957906,-0.3897150976557376,-0.3860998068715146,0.041219503716453505,0.12603824672463806,-0.0666632597049281
