,App,0,1,2,3,4,综合得分
0,zuoyebang,-0.13546942508693252,0.2320230710729181,-1.320437883890189,0.5256550429967884,-1.1133120354548256,-0.13295117179056284
1,zuoyebang,0.2302845214638959,0.6826979557811429,-0.9386707279982377,0.4881316542331092,-1.3994589632118626,0.05857281194679433
2,zuoyebang,-0.5274888815725722,0.1250104424630325,-0.856539375168164,0.6083140801271961,-0.7850538461015149,-0.22172099934553882
3,zuoyebang,-0.5357621993716041,-0.011982892943104461,-1.1851928707627584,0.6575363851254636,-0.912053335521918,-0.2644544673583631
4,zuoyebang,-0.02956454641737636,0.09778027755215603,-1.276379574985089,0.6047418196960002,-0.9759806308774024,-0.05529643986287796
5,zuoyebang,0.38029695757196663,-0.14777142149713438,-0.9903104956837323,0.2398198648611477,-1.3506712999609296,-0.00673531439191107
6,zuoyebang,0.2207029088083328,0.6991952479327167,-1.2240703622001419,0.09374576740864468,-1.66356376375587,-0.10484529621736507
7,zuoyebang,-0.031479879014729484,0.5815861021508945,-1.1534334618450457,0.4677536496377716,-1.580467889618466,-0.11166524262222108
8,zuoyebang,-0.26820942336974213,0.7119235257735819,-0.6228951805591625,0.21068818017948596,-0.6839274806334273,-0.13462661784607152
9,zuoyebang,0.027252314181303413,0.7737956461441635,-1.332029983802597,0.09913168554597546,-0.9843547765692945,-0.11831218218372874
10,zuoyebang,0.09967921982278038,-0.2857713179219666,-1.4571297785924904,0.1474508961158946,-1.502881809482139,-0.22574314098394932
11,zuoyebang,-0.07604939277133982,0.09113448654394703,-1.3364245028344026,0.2736523257366494,-1.2025955684464282,-0.19723463850930228
12,zuoyebang,-0.1326223801140629,1.641560452347895,-1.1019375025664109,0.029987923981243517,-1.1731331849966564,-0.14170471681697788
13,zuoyebang,0.5268906496482486,1.188458146655241,-1.1809817409235102,0.2306597267985239,-1.4848950303668405,0.13401281982619304
14,zuoyebang,-0.33101053794062474,1.6088606179030946,-0.4080126675643246,0.2074875979358218,-0.8350638266252082,-0.09080154932109305
