,App,0,1,2,3,4,5,综合得分
0,baidu,-0.20459052080314283,1.1145888635201047,-0.16187590524560727,-1.1010929832623841,-0.23354935336259272,-0.5420378185601522,-0.2676728845279422
1,baidu,-0.3816401678204572,1.1229328240606904,-0.17439402437736637,-1.1418776965668993,-0.115476449356832,-0.6822336859424176,-0.35886148801120804
2,baidu,0.1601092026432365,1.6845920032134738,-0.14048430300440629,-0.9878118755615156,-0.07622021836252672,-0.6492639929626264,-0.1054529193597033
3,baidu,-0.24947700885958154,1.442685838238087,-0.18751717815635258,-1.1758516581804994,-0.22464021853280602,-0.21263728065365065,-0.1564855041406742
4,baidu,-0.4328603690984511,1.2532578130504226,-0.24339616609633846,-1.378345716447802,-0.4769418362560397,-0.2524571558219386,-0.29206461959895796
5,baidu,-0.3255666503275485,0.5051910060148049,0.1518313613275064,-0.9908915871528092,-0.5173194329355099,-0.4908794948467002,-0.333370823381712
6,baidu,-0.057729169457258554,1.272555980929998,0.1492658602102109,-1.1037667977420438,-0.36941049966331546,-0.6536903585652386,-0.2244084719520167
7,baidu,-0.1574598785360589,0.5603527096748855,0.006156830153397422,-1.181483369072884,-0.7020002357510218,-0.33693538632091113,-0.27896438178816996
8,baidu,-0.02220181466033912,1.8668267380661463,-0.026958412042322827,-1.0829080255528978,-0.25934842865527047,-0.426758697189514,-0.0896691463053454
9,baidu,-0.32712673048811625,0.33999502591827385,0.3334872335406494,-1.152269770900563,-0.6711254108591507,0.004173293221873675,-0.21008230850431892
10,baidu,-0.3039362656567533,0.32070605075920733,0.11101986489782727,-1.127299435548742,-0.8024333079931201,-0.2121532330027316,-0.30234981191677424
11,baidu,-0.5949415857852861,0.5387634714757698,0.5466291635185794,-1.1410666858685072,-0.6638922494875268,-0.7813487046498743,-0.4925391006993603
12,baidu,-0.3867362088165496,2.452893808449703,0.6324213572308344,-0.8662731641609495,-0.10949110875057885,-1.4688964047145763,-0.36622597626874737
13,baidu,-0.5571231545338752,1.3890073619604115,0.5362676351740772,-0.7391181788509155,-0.36634440753611175,-1.0751455359446633,-0.4212603261623419
14,baidu,0.3278531898445271,1.9898308440165924,1.120877181454239,-1.1947854929422688,0.06819386382440557,-0.13605146492967907,0.24739251836501175
15,baidu,-0.1337803764247044,1.749532825481072,0.49326719735125585,-1.282708768231478,-0.403747560988976,-0.7081462067915636,-0.2055509488393539
16,baidu,-0.2518645492185189,1.420441371452134,0.6369878077429114,-1.0250137064253557,-0.3975947682938019,-0.8887284602197114,-0.28946865016349876
17,baidu,-0.7427422017389209,0.603857074887819,0.5466126088132199,0.08425495455647904,-0.29505270586405385,-1.7650192720930924,-0.677799394990392
18,baidu,-0.7094918928456712,0.6785559659797067,0.3416050766146788,-0.5475312214148786,-0.43252902456382863,-1.5099678740938745,-0.6774531049721397
19,baidu,-0.7951407122315405,0.5031471931820164,0.2520213694195012,-0.4975890987611816,-0.29471276522557743,-1.2332688433200891,-0.6265951147440009
20,baidu,-1.0587255164786171,0.259410442588004,0.697767768622208,-0.24662818784489607,-0.24154651192208496,-0.9236574928760307,-0.5626377073375115
21,baidu,-1.017277251495307,-0.18420128573359618,0.33727769098224736,-0.5941791912414496,-0.48448537122655017,-0.2671734525104395,-0.48270691515721054
22,baidu,-0.8646856304074018,-0.12517759233776707,0.41076088613155776,-0.42697512800797677,-0.4506525597097515,-0.46865736045444545,-0.46550025987889504
23,baidu,-1.1743025027547151,-1.0543588096404553,0.16686559951592334,-0.7782638317366967,-0.7384183707477064,-0.38186286988656926,-0.7098409872862419
24,baidu,-0.3888524863865163,0.5323704003160691,0.3458101622350596,-0.519638094451765,-0.6268418043476108,-1.628271892215116,-0.6448301849655236
25,baidu,-1.2504864581293411,0.06347542966960672,0.21781693040591715,-0.549554044614083,-0.9902542415004427,0.06450319445852616,-0.4796107854011162
26,baidu,-0.6030314842442512,0.09237753791784713,1.6843306397154558,-1.112886625604917,-0.7328067170709027,1.473228338618661,0.2627422978433948
27,baidu,0.965676802844411,-1.0730659020800017,6.116406972882971,-0.7913775967167245,-0.9241142105420052,0.7944473591701685,0.8571673546741744
28,baidu,1.569242815220982,-1.9067624466370412,6.641370902359424,-0.5080316364655457,-0.8429219252685076,0.3655077685938715,0.9129757180061303
29,baidu,0.4443449849806235,0.09720514578920503,4.510192292807615,-0.44358740294430055,-0.7113108324760803,1.0387008235536919,0.7893479202352823
30,quark,-1.2860864202116171,2.3085431834102734,0.6547028981868606,0.6867379973814414,-0.27598949632819864,-0.008470655876473084,-0.06000682848102994
31,quark,-1.0999268541441585,1.1053612782509858,-0.13995640234678355,0.7498031893218341,-1.020586655280384,0.6001751570396883,-0.07103799873263217
32,quark,-1.456266909317446,2.1658181800792575,0.01690320013249826,1.052069488406206,-0.6003473873885855,0.3837885172047053,-0.05841640078416619
33,quark,-1.4159151116840045,1.6077089158861653,-0.08529084438635572,1.1617010928499611,-0.7695818236340134,0.28802596614567927,-0.14475663467350586
34,quark,-1.6101877590055544,1.5776002538857883,0.1180004956946364,0.9821323099887183,-0.43672443511455455,0.550360960002255,-0.09467901209687926
35,quark,-0.3925941719639696,0.6387768775949351,0.4082004747061706,-0.08369019977684189,-0.602868162702425,0.25100746202921836,-0.002998207736251505
36,quark,-1.0910472950051517,1.4704100360932868,1.0048363986023685,0.11369542703003667,-0.839263275717846,0.8847842338177974,0.11739576058625144
37,quark,-1.1383298411121012,1.295294538260167,0.5302809120143515,0.6572944388187935,-0.65572033975397,0.8475103425428712,0.10018046207370028
38,quark,-1.1181624429915793,1.251984923908608,0.6618331028381784,0.4362160795275209,-0.7582450395225289,0.6385155464728786,0.01854297808330464
39,quark,-1.2331063371240227,1.7023742355383844,0.9188504630033677,0.039108757478610874,-0.6964442266631553,1.0894368692164025,0.15721885191321444
