,App,0,1,2,3,4,5,6,7,8,综合得分
0,Wechat,-0.27683568578632367,0.9427347441669204,-0.33864904974621585,-0.02826921457161217,-0.4321460234552797,-0.33353994221311584,0.4989037300571908,0.04951477400506994,0.6078072707721757,0.14374161653863474
1,Wechat,0.0957716526681753,0.8207270904603323,0.03246063672234348,-0.10098618426724063,-0.5094929461368152,0.02396182897324171,0.2232729343522409,-0.2294006606179698,0.4928398518895154,0.14894853809356146
2,Wechat,0.3665737683442535,0.8555697597466094,0.34425088576087787,0.49740481782693835,-0.6437824702138021,0.20168705306121584,0.08833748629869824,-0.08540470508479828,0.2559229036281027,0.258050312402427
3,Wechat,-0.07592653688370608,1.2722841421878905,-0.1395591986636986,0.0035276968256207123,-0.4590035901826221,0.04535695615040334,-0.051533381248462524,-0.32516458355582945,0.5288747321083485,0.14554426703056772
4,Wechat,-0.030216016384167134,1.1999589307393692,0.06506791639116416,-0.012799056913796784,-0.1258368717967644,-0.36699313626663416,-0.0031637523182927014,-0.3995637585229478,0.2487531618058312,0.11966400838212382
5,Wechat,-0.11317300567499874,1.516686978763615,0.1491411760232019,-0.2151690869812732,-0.2708141827769234,-0.2639709288614187,0.062110289742585145,-0.416921567383136,0.6920887447233917,0.20320407476951888
6,Wechat,0.15291208957762006,1.513015078307312,0.1774795594555227,0.14764111325934326,-0.2977696228118715,0.0689365388554798,0.30278616783814555,-0.12545783319291276,0.44461030096062387,0.33052431955309586
7,Wechat,0.23213909552684656,1.3029175742062735,0.1866780820430264,0.2302290101608227,-0.8163020984354477,-0.005095168528989077,0.30921520346314724,0.028465943720931093,0.5223935397600757,0.3048166058689877
8,Wechat,0.5705531142033933,1.534493812604856,0.22883437551281144,0.6524635540282103,-0.47241606097517225,0.19614237359385706,0.08562001773550895,-0.0008709411001133742,0.1830424241136836,0.3919291054185613
9,Wechat,0.3371368220205268,1.6719393011646924,0.41595562802991365,0.5726907724669672,-0.22184962543201336,0.3060966167477425,0.6029483642681324,0.007372305639533596,0.15779503957589117,0.4872305271556867
10,Wechat,0.2990263432588569,1.2447152694787988,0.12403631418310582,-0.0733141418974273,-0.39893573464996196,-0.019789815274913698,0.4836474623644318,0.04986327989595619,0.6774370634055205,0.33999094890332354
11,Wechat,-0.15395263150697597,2.4322530925325188,0.01967111327629614,-0.005357983144886613,-0.3418104050716306,-0.003539727598816292,-0.007567357505723538,-0.2643103738446164,0.9183470678575316,0.38401232958030046
12,Wechat,-0.18789019598499102,2.1538630078957683,-0.02528910649116834,-0.5097407302281438,-0.6184250442405244,-0.2730442267559064,0.07567876509974296,-0.4843574844452745,1.4522338886994917,0.2965775759030329
13,Wechat,0.38817263482943737,1.7677534787810834,0.24288229648075765,0.2837551698748764,-0.5055819664517356,0.10811190442664911,0.29272429466089317,0.13255843260992922,0.11930507527503943,0.39114171945421283
14,Wechat,0.44871745481229774,1.9085713373075963,0.29905352637245,0.6296769266748009,-0.4664255662748526,0.19904338904741495,-0.027619957511210106,-0.06608219958087962,-0.0274442330071076,0.388044718921237
