,App,0,1,2,3,4,5,6,7,综合得分
0,baidu,-0.02841791533751498,0.7109498246252832,0.3638455608684613,-1.2741723156319162,0.5854056402858767,-0.028892103294470985,-0.6183119150964609,-0.20792986810529326,-0.18759073900772813
1,baidu,-0.07621798765125033,0.21134885494587438,0.3126885325611232,-1.0169276810091992,0.64761299309374,-0.11799208986848064,-1.2061147655595839,0.021471677344039306,-0.2619236216701051
2,baidu,0.15225429786827888,0.1369439478469372,0.39716008725910723,-1.236938980601166,0.37162739162385877,0.009121172895461454,-0.8981621803511703,-0.4815110394985329,-0.2684418838389086
3,baidu,-0.3676740416426321,0.73327580203457,0.33223202714232913,-1.1419414894462723,-0.0090650798886897,0.09905851756094478,-0.838917183104372,-0.27585679454991596,-0.3188150379509556
4,baidu,0.17721551407423491,0.589596761027211,0.3299891697119109,-1.10327548709666,-0.3462858295050883,-0.01573042142906163,-0.4522049068215549,-0.29913776127008057,-0.17264200597869364
5,baidu,0.14693553821565905,1.2539843618102857,0.6403681827322186,-1.1363513670311844,1.3681594477621493,0.22260800100948053,-0.6543935648217715,-0.4948413743910256,-0.0050137382301729625
6,baidu,0.2676838472526733,0.7087942870333587,0.6997553000852486,-1.726054952274153,-0.18951163941607868,0.08426768016004818,-0.12918437865249907,-0.3168076138696545,-0.15520163776523435
7,baidu,-0.10577766711983509,0.6597332240899523,0.509507194628727,-1.089015566429668,0.1546107822453998,-0.032046164610871904,-0.36014131543868383,0.4610022679892554,-0.08925759526351447
8,baidu,-0.08079823091734929,0.23867058947472938,0.5003722010601106,-1.9759695708475495,-0.04510828056516218,-0.20133427592041564,-0.38177417597768054,0.6160510969006034,-0.29003293672897945
9,baidu,0.27834810568707014,0.7428162535524767,0.72677577760319,-1.5222249912881283,0.03409003387000082,-0.010321526433283042,-0.4693906523657277,-0.6796245312854534,-0.18836897077179
10,baidu,0.02789052189915669,0.13692673654596121,0.3610138990956887,-1.2076130721516418,0.1918317219596155,-0.3624288998378825,-0.6359202926295834,-0.3911921739118081,-0.2956602672721572
11,baidu,-0.10259222026062849,-0.2963617496122777,0.46738695142912823,-0.6868925750491198,0.11819931204287921,-0.5958598598262447,-0.7073851044497077,-0.2160226719639314,-0.28676113075712545
12,baidu,0.16946450552576395,0.15596329621606742,0.5560251772024368,-1.1232462431901677,0.08268104474541572,-0.3767117345331292,-0.6068977116761336,-0.3749289121141327,-0.22946354608404237
13,baidu,0.16935149003702243,0.810101901194685,0.8326041925483991,-1.0302684867048755,0.4568764939404394,-0.06146930026812886,-0.6552335567605855,-0.8296224488631752,-0.13192659339903356
14,baidu,0.2097956255378777,-0.3314708529571473,0.4251440825637972,-1.2754251913544823,0.6072900084708743,-0.6880860657257252,-0.264333984235792,-0.3243908974953051,-0.24435373382136755
15,baidu,-0.10735385793599458,0.25013760565395404,0.6557823888864193,-1.3173102158760648,-0.17207172109555197,-0.2806014150881861,-0.14954850716697907,0.04140637220808755,-0.22008541585172556
16,baidu,0.3960118664291863,1.2090891040348448,0.8011179060675668,-1.1785482045445612,0.0552971901118947,0.15128027621190476,-0.6321054515544019,-0.4343877856409276,-0.024870732675921183
17,baidu,0.3431523800316163,0.7740784057908755,0.6579570014913209,-1.3884041819185737,0.22703661746852447,-0.18933613008512884,-0.28600835755950665,-0.45763280014071533,-0.10358140027477417
18,baidu,-0.004413536377553652,0.27668002312847867,0.9214939821745561,-1.4217808960597786,0.14125369236591692,-0.3347832551856309,0.01816132490892659,0.2840664523749319,-0.1201997068238718
19,baidu,0.06158389974721543,-0.7846668583400915,0.6065358407651686,-0.7563121462038371,-0.15291122612936275,-0.8314091740132726,-0.30590998226654376,0.08725271716165894,-0.24520309809588997
20,baidu,0.3519260356684021,-0.2826100632577028,0.5668884808956698,-1.2477455558469412,0.05321733879790524,-0.5704307701115046,-0.19184265901834555,-0.20874638780095015,-0.19264839298150035
21,baidu,-0.391932573172535,-0.14884920705175086,0.475637869320442,-0.9954043860762939,0.32038964278164767,-0.7255358541211004,-0.5906405368044375,0.09814172014592126,-0.34378395528866135
22,baidu,-0.40693684120533397,-0.08693961511745463,0.9060604763392966,-0.9038665419732915,0.19240136647561418,-0.5919709382888785,-0.847924536042298,-0.41534282955290813,-0.37865006189275086
